[120.28.233.198 | 01-Jun-2023 11:40:44] 2-Super Admin: Logged in.
[210.23.160.252 | 07-Jun-2023 14:14:33] 2-Super Admin: Ftime 1686096000and Schedule time 2023-06-07 
[210.23.160.252 | 07-Jun-2023 14:14:34] 2-Super Admin: Ftime 1686090600and Schedule time 2023-06-07 
[210.23.160.252 | 07-Jun-2023 14:16:49] 2-Super Admin: Ftime 1686096000and Schedule time 2023-06-07  schedule name Array
[210.23.160.252 | 07-Jun-2023 14:16:49] 2-Super Admin: Ftime 1686090600and Schedule time 2023-06-07  schedule name Array
[210.23.160.252 | 07-Jun-2023 14:19:27] 2-Super Admin: Ftime 1686096000and Schedule time 2023-06-07  schedule name 
[210.23.160.252 | 07-Jun-2023 14:19:27] 2-Super Admin: Ftime 1686090600and Schedule time 2023-06-07  schedule name 
[210.23.160.252 | 07-Jun-2023 14:21:55] 2-Super Admin: Ftime 1686096000and Schedule time 2023-06-07  schedule name MidShift
[210.23.160.252 | 07-Jun-2023 14:21:55] 2-Super Admin: Ftime 1686090600and Schedule time 2023-06-07  schedule name AMv3
[210.23.160.252 | 07-Jun-2023 14:24:40] 2-Super Admin: Ftime 1686096000and Schedule time 2023-06-07  schedule name MidShift
[210.23.160.252 | 07-Jun-2023 14:24:40] 2-Super Admin: Ftime 1686090600and Schedule time 2023-06-07  schedule name AMv3
[210.23.160.252 | 07-Jun-2023 14:33:24] 2-Super Admin: Ftime 1686096000and Schedule time 20:00 schedule name MidShift
[210.23.160.252 | 07-Jun-2023 14:33:24] 2-Super Admin: Ftime 1686090600and Schedule time 17:00 schedule name AMv3
[210.23.160.252 | 07-Jun-2023 14:34:07] 2-Super Admin: Ftime 1686096000and Schedule time  schedule name MidShift
[210.23.160.252 | 07-Jun-2023 14:34:07] 2-Super Admin: Ftime 1686090600and Schedule time  schedule name AMv3
[210.23.160.252 | 07-Jun-2023 14:35:40] 2-Super Admin: Ftime 1686096000and Schedule time 2023-06-07 11:00 schedule name MidShift
[210.23.160.252 | 07-Jun-2023 14:35:40] 2-Super Admin: Ftime 1686090600and Schedule time 2023-06-07 6:00 schedule name AMv3
[210.23.160.252 | 07-Jun-2023 14:35:50] 2-Super Admin: Log 2023-06-07 06:30 for xx, xx successfully Deleted
[210.23.160.252 | 07-Jun-2023 14:35:53] 2-Super Admin: Ftime 1686096000and Schedule time 2023-06-07 11:00 schedule name MidShift
[210.23.160.252 | 07-Jun-2023 14:36:12] 2-Super Admin: Add timelog for biometric ID 999 for ftimeIn : 2023-06-07 6:40:00
[210.23.160.252 | 07-Jun-2023 14:36:13] 2-Super Admin: Ftime 1686096000and Schedule time 2023-06-07 11:00 schedule name MidShift
[210.23.160.252 | 07-Jun-2023 14:36:13] 2-Super Admin: Ftime 1686091200and Schedule time 2023-06-07 6:00 schedule name AMv3
[210.23.160.252 | 07-Jun-2023 14:44:49] 2-Super Admin: Create Schedule AMv4
[210.23.160.252 | 07-Jun-2023 14:44:57] 2-Super Admin: Update Schedule AMv4
[210.23.160.252 | 07-Jun-2023 14:45:47] 2-Super Admin: Update Schedule AMv3
[210.23.160.252 | 07-Jun-2023 14:46:03] 2-Super Admin: Update Schedule AMv3
[210.23.160.252 | 07-Jun-2023 14:48:14] 2-Super Admin: Request Schedule for xx xx on 2023-06-08 status 39
[210.23.160.252 | 07-Jun-2023 14:49:27] 2-Super Admin: Request Schedule for xx xx on 2023-06-09 status 39
[210.23.160.252 | 07-Jun-2023 14:50:55] 2-Super Admin: Added/Updated User Schedules
[120.28.236.64 | 07-Jun-2023 15:38:00] 2-Super Admin: Logged in.
[120.28.225.200 | 08-Jun-2023 10:14:16] 2-Super Admin: Logged in.
[120.28.225.200 | 08-Jun-2023 10:34:03] 2-Super Admin: Ftime 1686091200and Schedule time 2023-06-07 6:00 schedule name AMv3
[120.28.225.200 | 08-Jun-2023 10:36:44] 2-Super Admin: time spent: 37200  late: 2400
[120.28.225.200 | 08-Jun-2023 10:42:51] 2-Super Admin: time spent: 34800  late: 2400
[120.28.225.200 | 08-Jun-2023 10:45:18] 2-Super Admin: time spent: 26400  late: 2400
[120.28.225.200 | 08-Jun-2023 10:46:20] 2-Super Admin: time spent: 26400  late: 2400
[120.28.225.200 | 08-Jun-2023 11:03:38] 2-Super Admin: Create Schedule test_sched
[120.28.225.200 | 08-Jun-2023 11:06:14] 2-Super Admin: Delete Schedule 
[120.28.225.200 | 08-Jun-2023 11:06:29] 2-Super Admin: Create Schedule xxx
[120.28.225.200 | 08-Jun-2023 11:09:46] 2-Super Admin: Delete Schedule 
[120.28.225.200 | 08-Jun-2023 11:10:04] 2-Super Admin: Create Schedule xxxx
[120.28.225.200 | 08-Jun-2023 11:10:34] 2-Super Admin: Delete Schedule 
[120.28.225.200 | 08-Jun-2023 11:11:27] 2-Super Admin: Create Schedule xxx
[120.28.225.200 | 08-Jun-2023 11:11:42] 2-Super Admin: Create Schedule xxx
[120.28.225.200 | 08-Jun-2023 11:12:05] 2-Super Admin: Delete Schedule 
[120.28.225.200 | 08-Jun-2023 11:12:08] 2-Super Admin: Delete Schedule 
[120.28.225.200 | 08-Jun-2023 11:13:46] 2-Super Admin: Create Schedule xx
[120.28.225.200 | 08-Jun-2023 11:17:27] 2-Super Admin: Delete Schedule 
[120.28.225.200 | 08-Jun-2023 11:17:44] 2-Super Admin: Create Schedule xx
[120.28.225.200 | 08-Jun-2023 11:20:10] 2-Super Admin: Delete Schedule 
[120.28.225.200 | 08-Jun-2023 11:20:22] 2-Super Admin: Create Schedule xx
[120.28.225.200 | 08-Jun-2023 11:21:31] 2-Super Admin: Update Schedule AMV2
[120.28.225.200 | 08-Jun-2023 11:21:47] 2-Super Admin: Update Schedule xx
[120.28.225.200 | 08-Jun-2023 11:26:24] 2-Super Admin: Update Schedule xx
[120.28.225.200 | 08-Jun-2023 11:29:19] 2-Super Admin: Update Schedule xx
[120.28.225.200 | 08-Jun-2023 11:29:32] 2-Super Admin: Update Schedule xx
[120.28.225.200 | 08-Jun-2023 11:29:40] 2-Super Admin: Update Schedule xx
[120.28.225.200 | 08-Jun-2023 11:29:48] 2-Super Admin: Delete Schedule 
[120.28.225.200 | 08-Jun-2023 11:30:28] 2-Super Admin: Create Schedule AMv5
[120.28.225.200 | 08-Jun-2023 11:34:43] 2-Super Admin: Update Schedule AMv3
[120.28.225.200 | 08-Jun-2023 11:34:51] 2-Super Admin: Update Schedule AM Shift
[120.28.225.200 | 08-Jun-2023 11:34:57] 2-Super Admin: Update Schedule AMV2
[120.28.225.200 | 08-Jun-2023 11:37:04] 2-Super Admin: Update Schedule AMv5
[120.28.225.200 | 08-Jun-2023 11:37:10] 2-Super Admin: Update Schedule AMv5
[120.28.225.200 | 08-Jun-2023 11:43:17] 2-Super Admin: Logged out.
[120.28.225.200 | 08-Jun-2023 11:43:27] 2-Super Admin: Logged in.
[120.28.225.200 | 08-Jun-2023 12:55:56] 2-Super Admin: Logged in.
[120.28.225.200 | 08-Jun-2023 13:00:24] 2-Super Admin: Login: 1686091200 Logout: 1686121200
[120.28.225.200 | 08-Jun-2023 13:00:24] 2-Super Admin: Sched in: 2023-06-07 6:00 Sched out: 2023-06-07 17:00
[120.28.225.200 | 08-Jun-2023 13:03:27] 2-Super Admin: Update Schedule AMv3
[120.28.225.200 | 08-Jun-2023 13:04:59] 2-Super Admin: Login: 1686091200 Logout: 1686121200
[120.28.225.200 | 08-Jun-2023 13:04:59] 2-Super Admin: Sched in: 2023-06-07 6:00 Sched out: 2023-06-07 15:00
[120.28.225.200 | 08-Jun-2023 13:04:59] 2-Super Admin: time spent: -86400
[120.28.225.200 | 08-Jun-2023 13:08:35] 2-Super Admin: Login: 1686091200 Logout: 1686121200
[120.28.225.200 | 08-Jun-2023 13:08:35] 2-Super Admin: Sched in: 1686088800 Sched out: 1686121200
[120.28.225.200 | 08-Jun-2023 13:08:35] 2-Super Admin: time spent: -86400
[49.145.105.165 | 08-Jun-2023 13:11:12] 2-Super Admin: Logged in.
[49.145.105.165 | 08-Jun-2023 13:11:12] 2-Super Admin: Login: 1686182400 Logout: 1686214800
[49.145.105.165 | 08-Jun-2023 13:11:12] 2-Super Admin: Sched in: 1686193200 Sched out: 1686225600
[49.145.105.165 | 08-Jun-2023 13:11:12] 2-Super Admin: time spent: 32400
[120.28.225.200 | 08-Jun-2023 13:11:23] 2-Super Admin: Logged in.
[120.28.225.200 | 08-Jun-2023 13:11:24] 2-Super Admin: Login: 1686182400 Logout: 1686214800
[120.28.225.200 | 08-Jun-2023 13:11:24] 2-Super Admin: Sched in: 1686193200 Sched out: 1686225600
[120.28.225.200 | 08-Jun-2023 13:11:24] 2-Super Admin: time spent: 32400
[49.145.105.165 | 08-Jun-2023 13:15:18] 2-Super Admin: Logged in.
[120.28.225.200 | 08-Jun-2023 13:17:57] 2-Super Admin: Delete Schedule 
[120.28.225.200 | 08-Jun-2023 13:22:18] 2-Super Admin: Update Schedule AMv3
[120.28.225.200 | 08-Jun-2023 13:30:36] 2-Super Admin: Update Schedule AM Shift
[120.28.225.200 | 08-Jun-2023 13:30:42] 2-Super Admin: Update Schedule AMV2
[120.28.225.200 | 08-Jun-2023 13:30:45] 2-Super Admin: Update Schedule MidShift
[49.145.105.165 | 08-Jun-2023 13:52:12] 2-Super Admin: Update Schedule AMv3 - Environmental
[49.145.105.165 | 08-Jun-2023 13:52:27] 2-Super Admin: Update Schedule AM - Environmental
[49.145.105.165 | 08-Jun-2023 13:52:55] 2-Super Admin: Create Schedule AM - Dialysis
[49.145.105.165 | 08-Jun-2023 13:53:10] 2-Super Admin: Create Schedule AM - Waiting Area
[120.28.225.200 | 08-Jun-2023 14:26:21] - : Logged out.
[120.28.225.200 | 08-Jun-2023 14:26:22] - : Logged out.
[120.28.225.200 | 08-Jun-2023 15:21:19] 2-Super Admin: Logged in.
[120.28.225.200 | 08-Jun-2023 15:26:00] 2-Super Admin: Update Schedule AM - Waiting Area
[120.28.225.200 | 08-Jun-2023 15:28:28] 2-Super Admin: Request Schedule for xx xx on 2023-06-21 status 51
[120.28.225.200 | 08-Jun-2023 15:28:41] 2-Super Admin: Delete Schedule ID 209
[120.28.225.200 | 08-Jun-2023 15:28:48] 2-Super Admin: Update Schedule ID 206 to 51
[120.28.225.200 | 08-Jun-2023 15:29:23] 2-Super Admin: Update Schedule ID 152 to 51
[120.28.225.200 | 08-Jun-2023 15:30:01] 2-Super Admin: Add timelog for biometric ID 4002 First Time in : 2023-06-15 6:30
[120.28.225.200 | 08-Jun-2023 15:30:02] 2-Super Admin: Add timelog for biometric ID 4002 Second Time out : 2023-06-15 18:00
[120.28.225.200 | 08-Jun-2023 15:30:36] 2-Super Admin: Update Schedule AM - Waiting Area
[49.145.44.80 | 08-Jun-2023 16:26:02] 2-Super Admin: Logged in.
[49.145.44.80 | 08-Jun-2023 16:29:12] 2-Super Admin: Update Schedule AM - Waiting Area
[49.145.44.80 | 08-Jun-2023 16:41:37] 2-Super Admin: Logged in.
[49.145.44.80 | 08-Jun-2023 16:43:57] 2-Super Admin: Added/Updated User Schedules
[49.145.44.80 | 08-Jun-2023 16:44:27] 2-Super Admin: Add timelog for biometric ID 4002 for ftimeIn : 2023-06-14 6:45:00
[49.145.44.80 | 08-Jun-2023 16:46:54] 2-Super Admin: Create Schedule Flexi Time
[49.145.44.80 | 08-Jun-2023 16:47:10] 2-Super Admin: Update Schedule ID 150 to 52
[49.145.44.80 | 08-Jun-2023 16:47:28] 2-Super Admin: Add timelog for biometric ID 4002 First Time in : 2023-06-13 6:30
[49.145.44.80 | 08-Jun-2023 16:47:29] 2-Super Admin: Add timelog for biometric ID 4002 Second Time out : 2023-06-13 17:00
[49.145.44.80 | 08-Jun-2023 16:49:04] 2-Super Admin: Update Schedule AM - Waiting Area
[49.145.44.80 | 08-Jun-2023 16:50:18] 2-Super Admin: Update Schedule AM - Waiting Area
[49.145.44.80 | 08-Jun-2023 16:51:50] 2-Super Admin: Update Schedule Flexi Time
[120.28.225.200 | 08-Jun-2023 16:54:47] 2-Super Admin: Update Schedule Flexi Time
[120.28.225.200 | 08-Jun-2023 16:54:53] 2-Super Admin: Update Schedule Flexi Time
[120.28.225.200 | 08-Jun-2023 16:54:53] 2-Super Admin: Update Schedule Flexi Time
[120.28.225.200 | 08-Jun-2023 16:57:26] 2-Super Admin: Update Schedule Flexi Time
[120.28.225.200 | 08-Jun-2023 16:58:26] 2-Super Admin: Update Schedule Flexi Time
[210.23.165.169 | 09-Jun-2023 00:44:00] 2-Super Admin: Logged in.
[210.23.165.169 | 09-Jun-2023 00:44:46] 2-Super Admin: Add timelog for biometric ID 999 for ftimeIn : 2023-06-09 6:45:00
[210.23.165.169 | 09-Jun-2023 00:45:18] 2-Super Admin: Add timelog for biometric ID 999 for stimeOut : 2023-06-09 14:30:00
[210.23.165.169 | 09-Jun-2023 00:49:48] 2-Super Admin: Update Schedule ID 199 to 52
[210.23.165.169 | 09-Jun-2023 00:50:07] 2-Super Admin: Add timelog for biometric ID 999 for ftimeIn : 2023-06-08 9:00:00
[210.23.165.169 | 09-Jun-2023 00:51:39] 2-Super Admin: Update Schedule Flexi Time
[210.23.165.169 | 09-Jun-2023 00:51:43] 2-Super Admin: Update Schedule Flexi Time
[210.23.165.169 | 09-Jun-2023 00:51:51] 2-Super Admin: Update Schedule Flexi Time
[210.23.165.169 | 09-Jun-2023 00:52:11] 2-Super Admin: Create Schedule Flexiv2
[210.23.165.169 | 09-Jun-2023 00:52:38] 2-Super Admin: Update Schedule ID 199 to 53
[210.23.165.169 | 09-Jun-2023 00:52:50] 2-Super Admin: Update Schedule Flexiv2
[210.23.165.169 | 09-Jun-2023 00:52:57] 2-Super Admin: Update Schedule Flexiv2
[210.23.165.169 | 09-Jun-2023 00:53:10] 2-Super Admin: Update Schedule Flexiv2 - 3
[210.23.165.169 | 09-Jun-2023 00:56:06] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShift
[210.23.165.169 | 09-Jun-2023 00:56:06] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3
[210.23.165.169 | 09-Jun-2023 00:56:12] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShift
[210.23.165.169 | 09-Jun-2023 00:56:12] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3
[210.23.165.169 | 09-Jun-2023 00:59:22] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShift
[210.23.165.169 | 09-Jun-2023 00:59:22] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3
[210.23.165.169 | 09-Jun-2023 00:59:28] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShift
[210.23.165.169 | 09-Jun-2023 00:59:28] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3
[210.23.165.169 | 09-Jun-2023 00:59:32] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShift
[210.23.165.169 | 09-Jun-2023 00:59:32] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3
[210.23.165.169 | 09-Jun-2023 00:59:34] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShift
[210.23.165.169 | 09-Jun-2023 00:59:34] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3
[210.23.165.169 | 09-Jun-2023 01:00:48] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShift
[210.23.165.169 | 09-Jun-2023 01:00:48] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3
[210.23.165.169 | 09-Jun-2023 01:00:51] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShift
[210.23.165.169 | 09-Jun-2023 01:00:51] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3
[210.23.165.169 | 09-Jun-2023 01:05:24] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShiftworking hours28800
[210.23.165.169 | 09-Jun-2023 01:05:24] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3working hours-86400
[210.23.165.169 | 09-Jun-2023 01:06:18] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShiftworking hours28800
[210.23.165.169 | 09-Jun-2023 01:06:18] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3working hours-86400
[210.23.165.169 | 09-Jun-2023 01:06:20] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShiftworking hours28800
[210.23.165.169 | 09-Jun-2023 01:06:20] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3working hours-86400
[210.23.165.169 | 09-Jun-2023 01:06:22] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShiftworking hours28800
[210.23.165.169 | 09-Jun-2023 01:06:22] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3working hours-86400
[210.23.165.169 | 09-Jun-2023 01:07:59] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShiftworking hours28800
[210.23.165.169 | 09-Jun-2023 01:07:59] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3working hours-86400
[210.23.165.169 | 09-Jun-2023 01:08:01] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShiftworking hours28800
[210.23.165.169 | 09-Jun-2023 01:08:01] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3working hours-86400
[210.23.165.169 | 09-Jun-2023 01:09:36] 2-Super Admin: Ftime 1686268800and Schedule time 2023-06-09 11:00 schedule name MidShiftworking hours28800
[210.23.165.169 | 09-Jun-2023 01:09:53] 2-Super Admin: Add timelog for biometric ID 999 for stimeOut : 2023-06-09 14:30:00
[210.23.165.169 | 09-Jun-2023 01:09:54] 2-Super Admin: Ftime 1686268800and Schedule time 2023-06-09 11:00 schedule name MidShiftworking hours28800
[210.23.165.169 | 09-Jun-2023 01:09:54] 2-Super Admin: Ftime 1686264300and Schedule time 2023-06-09 6:00 schedule name AM - Environmentalworking hours27900
[210.23.165.169 | 09-Jun-2023 01:18:37] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShift
[210.23.165.169 | 09-Jun-2023 01:18:37] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3
[210.23.165.169 | 09-Jun-2023 01:18:41] 2-Super Admin: Ftime 1686268800and Schedule time 2023-06-09 11:00 schedule name MidShift
[210.23.165.169 | 09-Jun-2023 01:18:41] 2-Super Admin: Ftime 1686264300and Schedule time 2023-06-09 6:00 schedule name AM - Environmental
[210.23.165.169 | 09-Jun-2023 01:18:44] 2-Super Admin: Ftime 1686182400and Schedule time 2023-06-08 11:00 schedule name MidShift
[210.23.165.169 | 09-Jun-2023 01:18:44] 2-Super Admin: Ftime 1686186000and Schedule time 2023-06-08 9:00 schedule name Flexiv2 - 3
[49.145.32.0 | 09-Jun-2023 08:04:44] 2-Super Admin: Logged in.
[49.145.32.0 | 09-Jun-2023 08:04:44] 2-Super Admin: Ftime 1686268800and Schedule time 2023-06-09 11:00 schedule name MidShift
[49.145.32.0 | 09-Jun-2023 08:04:44] 2-Super Admin: Ftime 1686264300and Schedule time 2023-06-09 6:00 schedule name AM - Environmental
[49.145.32.0 | 09-Jun-2023 08:15:10] 2-Super Admin: Ftime 1685577600and Schedule time 2023-06-01 8:00 schedule name Opening
[49.145.32.0 | 09-Jun-2023 08:15:10] 2-Super Admin: Ftime 1686612600and Schedule time 2023-06-13 9:00 schedule name Flexi Time
[49.145.32.0 | 09-Jun-2023 08:15:10] 2-Super Admin: Ftime 1686696300and Schedule time 2023-06-14 6:00 schedule name AM - Waiting Area
[49.145.32.0 | 09-Jun-2023 08:16:07] 2-Super Admin: Update Schedule Flexi Time
[49.145.32.0 | 09-Jun-2023 08:16:10] 2-Super Admin: Ftime 1685577600and Schedule time 2023-06-01 8:00 schedule name Opening
[49.145.32.0 | 09-Jun-2023 08:16:10] 2-Super Admin: Ftime 1686612600and Schedule time 2023-06-13 9:00 schedule name Flexi Time
[49.145.32.0 | 09-Jun-2023 08:16:10] 2-Super Admin: Ftime 1686696300and Schedule time 2023-06-14 6:00 schedule name AM - Waiting Area
[49.145.32.0 | 09-Jun-2023 08:17:27] 2-Super Admin: Ftime 1685577600and Schedule time 2023-06-01 8:00 schedule name Opening
[49.145.32.0 | 09-Jun-2023 08:17:27] 2-Super Admin: Ftime 1686619800and Schedule time 2023-06-13 9:00 schedule name Flexi Time
[49.145.32.0 | 09-Jun-2023 08:17:27] 2-Super Admin: Ftime 1686696300and Schedule time 2023-06-14 6:00 schedule name AM - Waiting Area
[49.145.32.0 | 09-Jun-2023 08:17:39] 2-Super Admin: Ftime 1685577600and Schedule time 2023-06-01 8:00 schedule name Opening
[49.145.32.0 | 09-Jun-2023 08:17:39] 2-Super Admin: Ftime 1686619800and Schedule time 2023-06-13 9:00 schedule name Flexi Time
[49.145.32.0 | 09-Jun-2023 08:17:40] 2-Super Admin: Ftime 1686696300and Schedule time 2023-06-14 6:00 schedule name AM - Waiting Area
[49.145.32.0 | 09-Jun-2023 08:19:18] 2-Super Admin: Ftime 1685577600and Schedule time 2023-06-01 8:00 schedule name Opening
[49.145.32.0 | 09-Jun-2023 08:19:18] 2-Super Admin: Ftime 1686619800and Schedule time 2023-06-13 9:00 schedule name Flexi Time
[49.145.32.0 | 09-Jun-2023 08:19:18] 2-Super Admin: Ftime 1686696300and Schedule time 2023-06-14 6:00 schedule name AM - Waiting Area
[49.145.32.0 | 09-Jun-2023 08:19:21] 2-Super Admin: Ftime 1685577600and Schedule time 2023-06-01 8:00 schedule name Opening
[49.145.32.0 | 09-Jun-2023 08:19:21] 2-Super Admin: Ftime 1686619800and Schedule time 2023-06-13 9:00 schedule name Flexi Time
[49.145.32.0 | 09-Jun-2023 08:19:21] 2-Super Admin: Ftime 1686696300and Schedule time 2023-06-14 6:00 schedule name AM - Waiting Area
[120.28.184.240 | 09-Jun-2023 08:20:37] 2-Super Admin: Logged in.
[120.28.184.240 | 09-Jun-2023 08:20:38] 2-Super Admin: Ftime 1686268800and Schedule time 2023-06-09 11:00 schedule name MidShift
[120.28.184.240 | 09-Jun-2023 08:20:38] 2-Super Admin: Ftime 1686264300and Schedule time 2023-06-09 6:00 schedule name AM - Environmental
[49.145.32.0 | 09-Jun-2023 08:38:51] 2-Super Admin: First Time In: 2023-06-01 13:00
[49.145.32.0 | 09-Jun-2023 08:38:51] 2-Super Admin: Second Time Out: 2023-06-01 17:00
[49.145.32.0 | 09-Jun-2023 08:38:51] 2-Super Admin: First Time In: 
[49.145.32.0 | 09-Jun-2023 08:38:51] 2-Super Admin: Second Time Out: 2023-06-13 18:00
[49.145.32.0 | 09-Jun-2023 08:38:51] 2-Super Admin: First Time In: 
[49.145.32.0 | 09-Jun-2023 08:38:51] 2-Super Admin: Second Time Out: 2023-06-14 14:00
[49.145.32.0 | 09-Jun-2023 08:41:03] 2-Super Admin: First Time In: 2023-06-01 13:00
[49.145.32.0 | 09-Jun-2023 08:41:03] 2-Super Admin: Second Time Out: 2023-06-01 17:00
[49.145.32.0 | 09-Jun-2023 08:41:03] 2-Super Admin: First Time In: 
[49.145.32.0 | 09-Jun-2023 08:41:03] 2-Super Admin: Second Time Out: 2023-06-13 18:00
[49.145.32.0 | 09-Jun-2023 08:41:03] 2-Super Admin: First Time In: 
[49.145.32.0 | 09-Jun-2023 08:41:03] 2-Super Admin: Second Time Out: 2023-06-14 14:00
[49.145.32.0 | 09-Jun-2023 08:43:23] 2-Super Admin: First Time In: 2023-06-01 13:00
[49.145.32.0 | 09-Jun-2023 08:43:23] 2-Super Admin: Second Time Out: 2023-06-01 17:00
[49.145.32.0 | 09-Jun-2023 08:43:23] 2-Super Admin: First Time In: 
[49.145.32.0 | 09-Jun-2023 08:43:23] 2-Super Admin: Second Time Out: 2023-06-13 18:00
[49.145.32.0 | 09-Jun-2023 08:43:23] 2-Super Admin: First Time In: 
[49.145.32.0 | 09-Jun-2023 08:43:23] 2-Super Admin: Second Time Out: 2023-06-14 14:00
[49.145.32.0 | 09-Jun-2023 08:43:59] 2-Super Admin: First Time In: 8:00
[49.145.32.0 | 09-Jun-2023 08:43:59] 2-Super Admin: Second Time Out: 17:00
[49.145.32.0 | 09-Jun-2023 08:43:59] 2-Super Admin: First Time In: 9:00
[49.145.32.0 | 09-Jun-2023 08:43:59] 2-Super Admin: Second Time Out: 18:00
[49.145.32.0 | 09-Jun-2023 08:43:59] 2-Super Admin: First Time In: 6:00
[49.145.32.0 | 09-Jun-2023 08:43:59] 2-Super Admin: Second Time Out: 14:00
[49.145.32.0 | 09-Jun-2023 08:45:28] 2-Super Admin: First Time In: 8:00
[49.145.32.0 | 09-Jun-2023 08:45:28] 2-Super Admin: Second Time Out: 17:00
[49.145.32.0 | 09-Jun-2023 08:45:28] 2-Super Admin: First Time In: 9:00
[49.145.32.0 | 09-Jun-2023 08:45:28] 2-Super Admin: Second Time Out: 18:00
[49.145.32.0 | 09-Jun-2023 08:45:28] 2-Super Admin: First Time In: 6:00
[49.145.32.0 | 09-Jun-2023 08:45:28] 2-Super Admin: Second Time Out: 14:00
[49.145.32.0 | 09-Jun-2023 08:45:39] 2-Super Admin: First Time In: 8:00
[49.145.32.0 | 09-Jun-2023 08:45:39] 2-Super Admin: Second Time Out: 17:00
[49.145.32.0 | 09-Jun-2023 08:45:39] 2-Super Admin: First Time In: 9:00
[49.145.32.0 | 09-Jun-2023 08:45:39] 2-Super Admin: Second Time Out: 18:00
[49.145.32.0 | 09-Jun-2023 08:45:39] 2-Super Admin: First Time In: 6:00
[49.145.32.0 | 09-Jun-2023 08:45:39] 2-Super Admin: Second Time Out: 14:00
[49.145.32.0 | 09-Jun-2023 08:48:11] 2-Super Admin: Name: OpeningTime In: 8:00Time Out: 17:00
[49.145.32.0 | 09-Jun-2023 08:48:11] 2-Super Admin: Name: Flexi TimeTime In: 9:00Time Out: 18:00
[49.145.32.0 | 09-Jun-2023 08:48:11] 2-Super Admin: Name: AM - Waiting AreaTime In: 6:00Time Out: 14:00
[49.145.32.0 | 09-Jun-2023 08:48:14] 2-Super Admin: Name: OpeningTime In: 8:00Time Out: 17:00
[49.145.32.0 | 09-Jun-2023 08:48:14] 2-Super Admin: Name: Flexi TimeTime In: 9:00Time Out: 18:00
[49.145.32.0 | 09-Jun-2023 08:48:14] 2-Super Admin: Name: AM - Waiting AreaTime In: 6:00Time Out: 14:00
[120.28.184.240 | 09-Jun-2023 08:58:41] 2-Super Admin: Name: MidShift -- Time In: 11:00 -- Time Out: 20:00
[120.28.184.240 | 09-Jun-2023 08:58:41] 2-Super Admin: Name: AM - Environmental -- Time In: 6:00 -- Time Out: 15:00
[120.28.184.240 | 09-Jun-2023 09:02:39] 2-Super Admin: Logged in.
[120.28.184.240 | 09-Jun-2023 09:02:40] 2-Super Admin: Name: MidShift -- Time In: 11:00 -- Time Out: 20:00
